# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 27K of event 'branch-instructions'
# Event count (approx.): 6200647974
#
# Overhead  Command  Shared Object                 Symbol                                                                                                                                                                                                                                                                                                             
# ........  .......  ............................  ...................................................................................................................................................................................................................................................................................................................
#
     0.08%  test     libjpeg.so.8.2.2              [.] 0x00000000000271eb
     0.08%  test     [kernel.kallsyms]             [k] try_charge_memcg
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d57d
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5fb
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d78b
     0.08%  test     [kernel.kallsyms]             [k] __mod_node_page_state
     0.08%  test     [kernel.kallsyms]             [k] rmqueue_bulk
     0.08%  test     [kernel.kallsyms]             [k] __pte_offset_map
     0.08%  test     libjpeg.so.8.2.2              [.] 0x0000000000037320
     0.08%  test     [kernel.kallsyms]             [k] down_read_trylock
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000002792e
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004bee9
     0.07%  test     [kernel.kallsyms]             [k] _raw_spin_trylock
     0.07%  test     [kernel.kallsyms]             [k] folio_add_lru
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d544
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004be87
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d53c
     0.07%  test     libjpeg.so.8.2.2              [.] 0x00000000000156ae
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5de
     0.07%  test     libjpeg.so.8.2.2              [.] 0x0000000000006119
     0.07%  test     [kernel.kallsyms]             [k] __pte_offset_map_lock
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7db
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d617
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d62f
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000002724c
     0.07%  test     [kernel.kallsyms]             [k] count_memcg_events.constprop.0
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004be93
     0.07%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d59
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d571
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6ad
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004be8f
     0.06%  test     [kernel.kallsyms]             [k] pte_offset_map_nolock
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000027229
     0.06%  test     libjpeg.so.8.2.2              [.] 0x00000000000156be
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5bf
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7c2
     0.06%  test     [kernel.kallsyms]             [k] send_to_group
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a9
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004becd
     0.06%  test     libjpeg.so.8.2.2              [.] 0x00000000000271cd
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004be75
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000002785c
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027265
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a5
     0.05%  test     [kernel.kallsyms]             [k] do_anonymous_page
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7b3
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf0f
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6af
     0.05%  test     [kernel.kallsyms]             [k] lru_add_fn
     0.05%  test     libjpeg.so.8.2.2              [.] 0x00000000000271ab
     0.05%  test     test                          [.] std::vector<int, std::allocator<int> >::size() const
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d62
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027952
     0.05%  test     libjpeg.so.8.2.2              [.] 0x00000000000271a0
     0.05%  test     [kernel.kallsyms]             [k] free_unref_page_list
     0.05%  test     [kernel.kallsyms]             [k] mem_cgroup_css_rstat_flush
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c27a
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d799
     0.05%  test     [kernel.kallsyms]             [k] __mod_zone_page_state
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027962
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c715
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004bee0
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c719
     0.05%  test     [kernel.kallsyms]             [k] handle_pte_fault
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027860
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004bed1
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d790
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000002795b
     0.04%  test     [kernel.kallsyms]             [k] __kmem_cache_alloc_node
     0.04%  test     [kernel.kallsyms]             [k] _compound_head
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004beff
     0.04%  test     [kernel.kallsyms]             [k] crypto_shash_update
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c70d
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7fe
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7eb
     0.04%  test     [kernel.kallsyms]             [k] ext4_fill_raw_inode
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027910
     0.04%  test     [kernel.kallsyms]             [k] memcg_slab_post_alloc_hook
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000155c3
     0.04%  test     [kernel.kallsyms]             [k] free_unref_page_commit
     0.04%  test     [kernel.kallsyms]             [k] perf_event_groups_insert
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b97
     0.04%  test     [kernel.kallsyms]             [k] __mem_cgroup_charge
     0.04%  test     [kernel.kallsyms]             [k] vm_normal_page
     0.04%  test     libm.so.6                     [.] __atan2f_finite@GLIBC_2.15
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d54
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6cf
     0.03%  test     [kernel.kallsyms]             [k] xas_descend
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b6
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027bf4
     0.03%  test     [kernel.kallsyms]             [k] free_swap_cache
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000006135
     0.03%  test     libm.so.6                     [.] __sqrtf
     0.03%  test     [kernel.kallsyms]             [k] filemap_get_folios_tag
     0.03%  test     libjpeg.so.8.2.2              [.] jpeg_huff_decode
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027244
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2af
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000000610b
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a67
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027241
     0.03%  test     [kernel.kallsyms]             [k] mod_objcg_state
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000270d1
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004beb3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6ec
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d6e
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000002793e
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004be97
     0.03%  test     [kernel.kallsyms]             [k] xas_store
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000059e7
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004be6f
     0.03%  test     [kernel.kallsyms]             [k] sync_regs
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004be83
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8ba
     0.03%  test     test                          [.] int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
     0.03%  test     [kernel.kallsyms]             [k] up_write
     0.03%  test     test                          [.] decltype (::new ((void*)(0)) int((declval<int const&>)())) std::construct_at<int, int const&>(int*, int const&)
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027237
     0.03%  test     test                          [.] void _mm512_memcpy<unsigned char>(unsigned char*, unsigned char const*, unsigned long)
     0.03%  test     [kernel.kallsyms]             [k] pmd_val
     0.03%  test     [kernel.kallsyms]             [k] kmem_cache_alloc
     0.03%  test     [kernel.kallsyms]             [k] fsnotify
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004bef3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027410
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6f6
     0.03%  test     [kernel.kallsyms]             [k] __mod_lruvec_page_state
     0.03%  test     [kernel.kallsyms]             [k] post_alloc_hook
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000028ba0
     0.03%  test     libz.so.1.2.11                [.] inflate
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000002797f
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004be8b
     0.03%  test     test                          [.] std::atan2(float, float)
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027850
     0.03%  test     libtbb.so.12.12               [.] tbb::detail::d1::task* tbb::detail::r1::task_dispatcher::local_wait_for_all<false, tbb::detail::r1::outermost_worker_waiter>(tbb::detail::d1::task*, tbb::detail::r1::outermost_worker_waiter&)
     0.03%  test     test                          [.] void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&)
     0.03%  test     [kernel.kallsyms]             [k] __raw_spin_lock_irqsave
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000271fa
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6fb
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000271c0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e29
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c711
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000155b0
     0.02%  test     [kernel.kallsyms]             [k] __srcu_read_unlock
     0.02%  test     [kernel.kallsyms]             [k] refill_obj_stock
     0.02%  test     [kernel.kallsyms]             [k] __fget_light
     0.02%  test     [kernel.kallsyms]             [k] free_pcppages_bulk
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7f3
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a46
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000008dec
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2ff
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b90
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b0
     0.02%  test     libopencv_imgproc.so.4.9.0    [.] cv::hal::resize(int, unsigned char const*, unsigned long, int, int, unsigned char*, unsigned long, int, int, double, double, int)
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d797
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b82
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e50
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a53
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000015561
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bebf
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027960
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a5e
     0.02%  test     [kernel.kallsyms]             [k] ext4_bio_write_folio
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027958
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d60d
     0.02%  test     [kernel.kallsyms]             [k] __es_insert_extent
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027937
     0.02%  test     [kernel.kallsyms]             [k] filemap_get_folios
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6c2
     0.02%  test     libm.so.6                     [.] __atan2f
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c303
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be7b
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000273e0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000006090
     0.02%  test     [kernel.kallsyms]             [k] consume_stock
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6a5
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000155b7
     0.02%  test     [kernel.kallsyms]             [k] perf_iterate_ctx
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e47
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004be9b
     0.02%  test     [kernel.kallsyms]             [k] bvec_try_merge_page
     0.02%  test     [kernel.kallsyms]             [k] mem_cgroup_from_task
     0.02%  test     [kernel.kallsyms]             [k] _find_first_bit
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027234
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027950
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271a3
     0.02%  test     [kernel.kallsyms]             [k] perf_event_alloc
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bdd
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bb1
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002709f
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6d7
     0.02%  test     [kernel.kallsyms]             [k] __folio_alloc
     0.02%  test     [kernel.kallsyms]             [k] _raw_spin_lock_irq
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c700
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d65b
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c31f
     0.02%  test     [kernel.kallsyms]             [k] mutex_lock
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000277fe
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000027260
     0.02%  test     libjpeg.so.8.2.2              [.] jpeg_huff_decode@plt
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf07
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bebb
     0.02%  test     [kernel.kallsyms]             [k] __mod_lruvec_state
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c323
     0.02%  test     [kernel.kallsyms]             [k] consume_obj_stock
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271d3
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d637
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c355
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002706a
     0.02%  test     [kernel.kallsyms]             [k] xas_find_marked
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6c8
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d713
     0.02%  test     test                          [.] std::vector<int, std::allocator<int> >::operator[](unsigned long)
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000006141
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d603
     0.02%  test     [kernel.kallsyms]             [k] memcg_check_events
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002713a
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d64b
     0.01%  test     [kernel.kallsyms]             [k] available_idle_cpu
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027167
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027922
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d533
     0.01%  test     [kernel.kallsyms]             [k] ext4_block_write_begin
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c812
     0.01%  test     [kernel.kallsyms]             [k] mod_zone_page_state
     0.01%  test     [kernel.kallsyms]             [k] mpage_prepare_extent_to_map
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d527
     0.01%  test     [kernel.kallsyms]             [k] vfs_write
     0.01%  test     [kernel.kallsyms]             [k] folio_clear_dirty_for_io
     0.01%  test     [kernel.kallsyms]             [k] __filemap_get_folio
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d47
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000003d609
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e37
     0.01%  test     [kernel.kallsyms]             [k] ttwu_queue_wakelist
     0.01%  test     [kernel.kallsyms]             [k] ext4_do_update_inode.isra.0
     0.01%  test     [kernel.kallsyms]             [k] ext4_mark_iloc_dirty
     0.01%  test     [kernel.kallsyms]             [k] do_user_addr_fault
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027925
     0.01%  test     test                          [.] operator new(unsigned long, void*)
     0.01%  test     [kernel.kallsyms]             [k] jbd2_journal_grab_journal_head
     0.01%  test     [kernel.kallsyms]             [k] inotify_handle_inode_event
     0.01%  test     [kernel.kallsyms]             [k] copyin
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c4ce
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c513
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000028bd6
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c704
     0.01%  test     [kernel.kallsyms]             [k] get_obj_cgroup_from_current
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e25
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b87
     0.01%  test     libjpeg.so.8.2.2              [.] 0x00000000000270c6
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027920
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000026d4e
     0.01%  test     [kernel.kallsyms]             [k] __fsnotify_parent
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b8c
     0.01%  test     [kernel.kallsyms]             [k] find_lock_entries
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027c03
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027bf0
     0.01%  test     ld-linux-x86-64.so.2          [.] do_lookup_x
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a4c
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000026d27
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e4c
     0.01%  test     libjpeg.so.8.2.2              [.] jpeg_write_scanlines
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027218
     0.01%  test     libjpeg.so.8.2.2              [.] 0x00000000000277ca
     0.01%  test     [kernel.kallsyms]             [k] kmalloc_trace
     0.01%  test     [kernel.kallsyms]             [k] rb_insert_color
     0.01%  test     [kernel.kallsyms]             [k] folio_add_lru_vma
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c23a
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c264
     0.01%  test     libjpeg.so.8.2.2              [.] 0x00000000000271c6
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c272
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c2a6
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a98
     0.01%  test     [kernel.kallsyms]             [k] __irqentry_text_end
     0.01%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a2e
     0.01%  test     libjpeg.so.8.2.2              [.] 0x000000000004c709
